x y
0.35 0.57661
0.75 0.183362
0.1 1
0.35 1
0.75 1
0.1 1
0.35 1
0.75 1
0.1 0.881369
0.35 0.787581
0.75 0.128123
0.1 0.435378
0.35 0.098263
0.75 0.881369
0.1 1
0.35 1
0.1 0.195201
0.35 0.946871
0.75 0.741449
0.1 1
0.35 1
0.75 0.0103578
0.1 1
0.35 1
0.75 1
0.1 0.453055
0.35 0.0655061
0.75 0.728698
0.1 0.877421
